0,Secounds,Amps,Volt
0,318,15.86,12.1
0,319,15.86,12.1
0,320,15.86,12.1
0,321,15.86,12.1
0,322,15.86,12.1
0,323,15.86,12.1
0,324,15.85,12.1
0,325,15.85,12.1
0,326,15.85,12.1
0,327,15.85,12.1
0,328,15.84,12.1
0,329,15.84,12.1
0,330,15.84,12.1
0,331,15.84,12.1
0,332,15.83,12.1
0,333,15.82,12.1
0,334,15.81,12.1
0,335,15.81,12.1
0,336,15.81,12.1
0,337,15.81,12.1
0,338,15.84,12.1
0,339,15.83,12.1
0,340,15.83,12.1
0,341,15.83,12.1
0,342,15.83,12.1
0,343,15.83,12.1
0,344,15.83,12.1
0,345,15.84,12.1
0,346,15.85,12.1
0,347,15.85,12.1
0,348,15.85,12.1
0,349,15.85,12.1
0,350,15.85,12.1
0,351,15.85,12.1
0,352,15.85,12.1
0,353,15.85,12.1
0,354,15.81,12.1
0,355,15.81,12.1
0,356,15.81,12.1
0,357,15.81,12.1
0,358,15.81,12.1
0,359,15.81,12.1
0,360,15.81,12.1
0,361,15.81,12.1
0,362,15.81,12.1
0,363,15.81,12.1
0,364,15.81,12.1
0,365,15.81,12.1
0,366,15.81,12.1
0,367,15.81,12.1
0,368,15.81,12.1
0,369,15.81,12.1
0,370,15.81,12.1
0,371,15.8,12.1
0,372,15.8,12.1
0,373,15.8,12.1
0,374,15.8,12.1
0,374,15.79,12.1
0,375,15.8,12.1
0,376,15.8,12.1
0,377,15.8,12.1
0,378,15.8,12.1
0,379,15.79,12.1
0,380,15.79,12.1
0,381,15.79,12.1
0,382,15.79,12.1
0,383,15.79,12.1
0,384,15.78,12.1
0,385,15.8,12.1
0,386,15.79,12.1
0,387,15.79,12.1
0,388,15.78,12.1
0,389,15.79,12.1
0,390,15.79,12.1
0,391,15.79,12.1
0,392,15.79,12.1
0,393,15.79,12.1
0,394,15.79,12.1
0,395,15.79,12.1
0,396,15.79,12.1
0,397,15.78,12.1
0,398,15.79,12.1
0,399,15.78,12.1
0,400,15.79,12.1
0,400,15.78,12.1
0,401,15.78,12.1
0,402,15.78,12.1
0,403,15.79,12.1
0,404,15.79,12.1
0,405,15.78,12.1
0,406,15.78,12.1
0,407,15.77,12.1
0,408,15.77,12.1
0,409,15.77,12.1
0,410,15.77,12.1
0,411,15.76,12.1
0,412,15.76,12.1
0,412,15.76,12.1
0,413,15.76,12.1
0,414,15.76,12.1
0,415,15.77,12.1
0,416,15.76,12.1
0,417,15.76,12.1
0,418,15.76,12.1
0,419,15.76,12.1
0,420,15.79,12.1
0,421,15.8,12.1
0,422,15.8,12.1
0,423,15.8,12.1
0,424,15.8,12.1
0,425,15.8,12.1
0,425,15.79,12.1
0,426,15.79,12.1
0,427,15.79,12.1
0,428,15.79,12.1
0,429,15.79,12.1
0,430,15.78,12.1
0,431,15.78,12.1
0,432,15.78,12.1
0,433,15.79,12.1
0,434,15.79,12.1
0,435,15.79,12.1
0,436,15.79,12.1
0,437,15.79,12.1
0,438,15.79,12.1
0,439,15.79,12.1
0,440,15.79,12.1
0,441,15.79,12.1
0,442,15.78,12.1
0,443,15.78,12.1
0,444,15.78,12.1
0,445,15.78,12.1
0,446,15.78,12.1
0,447,15.78,12.1
0,448,15.78,12.1
0,449,15.78,12.1
0,450,15.78,12.1
0,451,15.78,12.1
0,452,15.76,12.1
0,453,15.76,12.1
0,454,15.76,12.1
0,455,15.76,12.1
0,456,15.76,12.1
0,457,15.76,12.1
0,458,15.76,12.1
0,459,15.76,12.1
0,460,15.76,12.1
0,461,15.76,12.1
0,462,15.76,12.1
0,463,15.76,12.1
0,464,15.76,12.1
0,465,15.76,12.1
0,466,15.76,12.1
0,467,15.76,12.1
0,468,15.76,12.1
0,469,15.76,12.1
0,470,15.76,12.1
0,471,15.77,12.1
0,472,15.77,12.1
0,473,15.77,12.1
0,474,15.77,12.1
0,475,15.77,12.1
0,476,15.77,12.1
0,477,15.77,12.1
0,478,15.77,12.1
0,479,15.77,12.1
0,480,15.77,12.1
0,481,15.77,12.1
0,482,15.77,12.1
0,483,15.77,12.1
0,484,15.77,12.1
0,485,15.77,12.1
0,486,15.76,12.1
0,487,15.76,12.1
0,488,15.76,12.1
0,489,15.76,12.1
0,490,15.76,12.1
0,491,15.76,12.1
0,492,15.76,12.1
0,493,15.77,12.1
0,494,15.76,12.1
0,495,15.77,12.1
0,496,15.76,12.1
0,497,15.76,12.1
0,498,15.77,12.1
0,499,15.77,12.1
0,500,15.77,12.1
0,501,15.76,12.1
0,502,15.76,12.1
0,503,15.76,12.1
0,504,15.76,12.1
0,505,15.76,12.1
0,506,15.76,12.1
0,507,15.76,12.1
0,508,15.76,12.1
0,509,15.76,12.1
0,510,15.76,12.1
0,511,15.76,12.1
0,512,15.76,12.1
0,513,15.76,12.1
0,514,15.76,12.1
0,515,15.76,12.1
0,516,15.76,12.1
0,517,15.76,12.1
0,518,15.76,12.1
0,519,15.76,12.1
0,520,15.75,12.1
0,521,15.74,12.1
0,522,15.74,12.1
0,523,15.74,12.1
0,524,15.74,12.1
0,525,15.74,12.1
0,526,15.75,12.1
0,527,15.75,12.1
0,527,15.75,12.1
0,528,15.75,12.1
0,529,15.74,12.1
0,530,15.74,12.1
0,531,15.74,12.1
0,532,15.74,12.1
0,533,15.74,12.1
0,534,15.74,12.1
0,535,15.74,12.1
0,536,15.74,12.1
0,537,15.74,12.1
0,538,15.74,12.1
0,539,15.74,12.1
0,540,15.74,12.1
0,541,15.74,12.1
0,542,15.74,12.1
0,543,15.74,12.1
0,544,15.74,12.1
0,545,15.74,12.1
0,546,15.74,12.1
0,547,15.74,12.1
0,548,15.74,12.1
0,549,15.74,12.1
0,550,15.74,12.1
0,551,15.74,12.1
0,552,15.74,12.1
0,553,15.74,12.1
0,554,15.74,12.1
0,555,15.74,12.1
0,556,15.74,12.1
0,557,15.74,12.1
0,558,15.74,12.1
0,559,15.74,12.1
0,560,15.74,12.1
0,561,15.74,12.1
0,562,15.74,12
0,563,15.74,12.1
0,564,15.74,12.1
0,565,15.74,12.1
0,566,15.74,12.1
0,567,15.74,12.1
0,568,15.74,12.1
0,569,15.74,12.1
0,570,15.74,12.1
0,571,15.74,12.1
0,572,15.74,12.1
0,573,15.74,12.1
0,574,15.74,12.1
0,575,15.74,12
0,576,15.74,12.1
0,577,15.74,12.1
0,578,15.74,12.1
0,579,15.74,12.1
0,580,15.74,12.1
0,581,15.74,12.1
0,582,15.75,12
0,583,15.75,12
0,584,15.76,12
0,585,15.76,12
0,586,15.76,12
0,587,15.76,12
0,588,15.76,12
0,589,15.76,12
0,590,15.76,12
0,591,15.75,12
0,592,15.76,12
0,593,15.75,12
0,594,15.75,12
0,595,15.75,12
0,596,15.74,12
0,597,15.74,12
0,598,15.75,12
0,599,15.75,12
0,600,15.75,12
0,601,15.74,12
0,602,15.74,12
0,603,15.74,12
0,603,15.75,12
0,604,15.75,12
0,605,15.75,12
0,606,15.75,12
0,607,15.75,12
0,608,15.75,12
0,609,15.75,12
0,610,15.74,12
0,611,15.74,12
0,612,15.74,12
0,613,15.74,12
0,614,15.74,12
0,615,15.74,12
0,616,15.74,12
0,617,15.74,12
0,618,15.74,12
0,619,15.74,12
0,620,15.74,12
0,621,15.74,12
0,622,15.75,12
0,623,15.75,12
0,624,15.74,12
0,625,15.74,12
0,626,15.74,12
0,627,15.74,12
0,628,15.74,12
0,629,15.74,12
0,630,15.74,12
0,631,15.74,12
0,632,15.74,12
0,633,15.74,12
0,634,15.74,12
0,635,15.74,12
0,636,15.74,12
0,637,15.74,12
0,638,15.74,12
0,639,15.74,12
0,640,15.74,12
0,641,15.74,12
0,642,15.74,12
0,643,15.74,12
0,644,15.74,12
0,645,15.74,12
0,646,15.74,12
0,647,15.74,12
0,648,15.74,12
0,649,15.74,12
0,650,15.74,12
0,651,15.74,12
0,652,15.74,12
0,653,15.74,12
0,654,15.74,12
0,655,15.74,12
0,656,15.74,12
0,657,15.74,12
0,658,15.74,12
0,659,15.74,12
0,660,15.74,12
0,661,15.74,12
0,662,15.74,12
0,663,15.74,12
0,664,15.74,12
0,665,15.74,12
0,666,15.74,12
0,667,15.74,12
0,668,15.74,12
0,669,15.74,12
0,670,15.74,12
0,671,15.74,12
0,672,15.74,12
0,673,15.74,12
0,674,15.74,12
0,675,15.74,12
0,676,15.74,12
0,677,15.74,12
0,678,15.74,12
0,679,15.74,12
0,680,15.74,12
0,681,15.74,12
0,682,15.73,12
0,683,15.73,12
0,684,15.74,12
0,685,15.73,12
0,686,15.74,12
0,687,15.74,12
0,688,15.74,12
0,689,15.73,12
0,690,15.73,12
0,691,15.73,12
0,692,15.73,12
0,693,15.73,12
0,694,15.73,12
0,695,15.73,12
0,696,15.73,12
0,697,15.73,12
0,698,15.73,12
0,699,15.73,12
0,700,15.73,12
0,701,15.73,12
0,702,15.73,12
0,703,15.73,12
0,704,15.73,12
0,705,15.73,12
0,706,15.73,12
0,707,15.73,12
0,708,15.73,12
0,709,15.73,12
0,710,15.73,12
0,711,15.72,12
0,712,15.72,12
0,713,15.72,12
0,714,15.72,12
0,715,15.72,12
0,716,15.72,12
0,717,15.71,12
0,718,15.72,12
0,719,15.72,12
0,720,15.72,12
0,721,15.72,12
0,722,15.72,12
0,723,15.72,12
0,724,15.72,12
0,725,15.72,12
0,726,15.72,12
0,727,15.72,12
0,728,15.72,12
0,729,15.72,12
0,730,15.72,12
0,731,15.72,12
0,732,15.72,12
0,733,15.72,12
0,734,15.72,12
0,735,15.72,12
0,736,15.72,12
0,737,15.72,12
0,738,15.72,12
0,739,15.72,12
0,740,15.72,12
0,741,15.72,12
0,742,15.72,12
0,743,15.72,12
0,744,15.73,12
0,745,15.73,12
0,746,15.72,12
0,747,15.72,12
0,748,15.72,12
0,749,15.72,12
0,750,15.72,12
0,751,15.72,12
0,752,15.72,12
0,753,15.72,12
0,754,15.72,12
0,755,15.72,12
0,756,15.72,12
0,757,15.72,12
0,758,15.72,12
0,759,15.72,12
0,760,15.72,12
0,761,15.72,12
0,762,15.72,12
0,763,15.72,12
0,764,15.72,12
0,765,15.72,12
0,766,15.72,12
0,767,15.72,12
0,768,15.72,12
0,768,15.73,12
0,769,15.72,12
0,770,15.72,12
0,771,15.72,12
0,772,15.72,12
0,773,15.72,12
0,774,15.72,12
0,775,15.72,12
0,776,15.72,12
0,777,15.72,12
0,778,15.73,12
0,779,15.72,12
0,780,15.72,12
0,781,15.72,12
0,781,15.73,12
0,782,15.72,12
0,783,15.72,12
0,784,15.72,12
0,785,15.72,12
0,786,15.72,12
0,787,15.72,12
0,788,15.72,12
0,789,15.72,12
0,790,15.72,12
0,791,15.72,12
0,792,15.72,12
0,793,15.72,12
0,794,15.72,12
0,795,15.72,12
0,796,15.72,12
0,797,15.72,12
0,798,15.72,12
0,799,15.71,12
0,800,15.72,12
0,801,15.72,12
0,802,15.71,12
0,803,15.71,12
0,804,15.71,12
0,805,15.72,12
0,806,15.71,12
0,807,15.71,12
0,808,15.72,12
0,809,15.72,12
0,810,15.71,12
0,811,15.71,12
0,812,15.71,12
0,813,15.71,12
0,814,15.72,12
0,815,15.72,12
0,816,15.72,12
0,817,15.72,12
0,818,15.72,12
0,819,15.72,12
0,819,15.71,12
0,820,15.71,12
0,821,15.71,12
0,822,15.71,12
0,823,15.71,12
0,824,15.71,12
0,825,15.71,12
0,826,15.71,12
0,827,15.71,12
0,828,15.71,12
0,829,15.71,12
0,830,15.71,12
0,831,15.71,12
0,832,15.71,12
0,833,15.71,12
0,834,15.71,12
0,835,15.71,12
0,836,15.71,12
0,837,15.71,12
0,838,15.71,12
0,839,15.71,12
0,840,15.71,12
0,841,15.71,12
0,842,15.71,12
0,843,15.71,12
0,844,15.71,12
0,845,15.71,12
0,846,15.71,12
0,847,15.71,12
0,848,15.71,12
0,849,15.71,12
0,850,15.71,12
0,851,15.71,12
0,852,15.71,12
0,853,15.71,12
0,854,15.71,12
0,855,15.71,12
0,856,15.71,12
0,857,15.71,12
0,858,15.71,12
0,859,15.71,12
0,860,15.7,12
0,861,15.71,12
0,862,15.71,12
0,863,15.71,12
0,864,15.71,12
0,865,15.71,12
0,866,15.71,12
0,867,15.71,12
0,868,15.7,12
0,869,15.7,12
0,870,15.71,12
0,871,15.7,12
0,872,15.71,12
0,873,15.7,12
0,874,15.7,12
0,875,15.7,12
0,876,15.7,12
0,877,15.7,12
0,878,15.7,12
0,879,15.7,12
0,880,15.7,12
0,881,15.7,12
0,882,15.7,12
0,883,15.7,12
0,884,15.7,12
0,885,15.7,12
0,886,15.7,12
0,887,15.7,12
0,888,15.7,12
0,889,15.7,12
0,890,15.7,12
0,891,15.7,12
0,892,15.7,12
0,893,15.7,12
0,894,15.7,12
0,895,15.7,12
0,896,15.7,12
0,897,15.7,12
0,898,15.7,12
0,899,15.7,12
0,900,15.7,12
0,901,15.7,12
0,902,15.7,12
0,903,15.7,12
0,904,15.7,12
0,905,15.7,12
0,906,15.7,12
0,907,15.7,12
0,908,15.7,12
0,909,15.7,12
0,910,15.7,12
0,911,15.7,12
0,912,15.7,12
0,913,15.7,12
0,914,15.7,12
0,915,15.7,12
0,916,15.7,12
0,917,15.7,12
0,918,15.7,12
0,919,15.7,12
0,920,15.7,12
0,921,15.7,12
0,922,15.7,12
0,923,15.7,12
0,924,15.7,12
0,925,15.7,12
0,926,15.7,12
0,927,15.7,12
0,928,15.7,12
0,929,15.7,12
0,930,15.7,12
0,931,15.7,12
0,932,15.7,12
0,933,15.7,12
0,934,15.7,12
0,935,15.7,12
0,936,15.7,12
0,937,15.7,12
0,938,15.7,12
0,939,15.7,12
0,940,15.7,12
0,941,15.7,12
0,942,15.7,12
0,943,15.69,12
0,944,15.69,12
0,945,15.69,12
0,946,15.69,12
0,947,15.69,12
0,948,15.69,12
0,949,15.69,12
0,950,15.68,12
0,951,15.68,12
0,952,15.69,12
0,953,15.69,12
0,954,15.69,12
0,955,15.69,12
0,956,15.69,12
0,957,15.69,12
0,958,15.69,12
0,959,15.69,12
0,960,15.69,12
0,961,15.69,12
0,962,15.69,12
0,963,15.69,12
0,964,15.69,12
0,965,15.69,12
0,966,15.69,12
0,967,15.69,12
0,968,15.69,12
0,969,15.69,12
0,970,15.69,12
0,971,15.69,12
0,972,15.69,12
0,972,15.69,12
0,973,15.69,12
0,974,15.69,12
0,975,15.69,12
0,976,15.69,12
0,977,15.69,12
0,978,15.69,12
0,979,15.69,12
0,980,15.69,12
0,981,15.69,12
0,982,15.69,12
0,983,15.69,12
0,984,15.69,12
0,984,15.68,12
0,985,15.69,12
0,986,15.69,12
0,987,15.69,12
0,988,15.68,12
0,989,15.69,12
0,990,15.68,12
0,991,15.68,12
0,992,15.68,12
0,993,15.68,12
0,994,15.68,12
0,995,15.68,12
0,996,15.68,12
0,997,15.69,12
0,997,15.68,12
0,998,15.68,12
0,999,15.68,12
0,1000,15.68,12
0,1001,15.68,12
0,1002,15.68,12
0,1003,15.68,12
0,1004,15.69,12
0,1005,15.68,12
0,1006,15.68,12
0,1007,15.69,12
0,1008,15.68,12
0,1009,15.69,12
0,1010,15.69,12
0,1011,15.69,12
0,1012,15.69,12
0,1013,15.69,12
0,1014,15.69,12
0,1015,15.69,12
0,1016,15.69,12
0,1017,15.69,12
0,1018,15.69,12
0,1019,15.69,12
0,1020,15.69,12
0,1021,15.69,12
0,1022,15.69,12
0,1023,15.69,12
0,1024,15.69,12
0,1025,15.69,12
0,1026,15.69,12
0,1027,15.69,12
0,1028,15.69,12
0,1029,15.69,12
0,1030,15.69,12
0,1031,15.7,12
0,1032,15.69,12
0,1033,15.69,12
0,1034,15.69,12
0,1035,15.7,12
0,1036,15.69,12
0,1037,15.69,12
0,1038,15.69,12
0,1039,15.69,12
0,1040,15.69,12
0,1041,15.69,12
0,1042,15.69,12
0,1043,15.69,12
0,1044,15.69,12
0,1045,15.69,12
0,1046,15.69,12
0,1047,15.69,12
0,1048,15.7,12
0,1048,15.69,12
0,1049,15.7,12
0,1050,15.69,12
0,1051,15.69,12
0,1052,15.69,12
0,1053,15.69,12
0,1054,15.69,12
0,1055,15.69,12
0,1056,15.69,12
0,1057,15.69,12
0,1058,15.69,12
0,1059,15.69,12
0,1060,15.69,12
0,1061,15.69,12
0,1061,15.69,12
0,1062,15.69,12
0,1063,15.69,12
0,1064,15.69,12
0,1065,15.69,12
0,1066,15.69,12
0,1067,15.69,12
0,1068,15.69,12
0,1069,15.69,12
0,1070,15.69,12
0,1071,15.69,12
0,1072,15.69,12
0,1073,15.69,12
0,1074,15.69,12
0,1075,15.69,12
0,1076,15.69,12
0,1077,15.69,12
0,1078,15.69,12
0,1079,15.69,12
0,1080,15.69,12
0,1081,15.69,12
0,1082,15.69,12
0,1083,15.69,12
0,1084,15.69,12
0,1085,15.69,12
0,1086,15.69,12
0,1087,15.69,12
0,1088,15.69,12
0,1089,15.69,12
0,1090,15.69,12
0,1091,15.69,12
0,1092,15.69,12
0,1093,15.69,12
0,1094,15.69,12
0,1095,15.69,12
0,1096,15.7,12
0,1097,15.69,12
0,1098,15.7,12
0,1099,15.69,12
0,1100,15.69,12
0,1101,15.69,12
0,1102,15.69,12
0,1103,15.69,12
0,1104,15.69,12
0,1105,15.69,12
0,1106,15.69,12
0,1107,15.69,12
0,1108,15.69,12
0,1109,15.69,12
0,1110,15.69,12
0,1111,15.69,12
0,1112,15.69,12
0,1113,15.69,12
0,1114,15.69,12
0,1115,15.69,12
0,1116,15.69,12
0,1117,15.69,12
0,1118,15.69,12
0,1119,15.69,12
0,1120,15.69,12
0,1121,15.69,12
0,1122,15.69,12
0,1123,15.69,12
0,1124,15.69,12
0,1125,15.69,12
0,1126,15.69,12
0,1127,15.69,12
0,1128,15.69,12
0,1129,15.69,12
0,1130,15.69,12
0,1131,15.69,12
0,1132,15.69,12
0,1133,15.69,12
0,1134,15.69,12
0,1135,15.69,12
0,1136,15.69,12
0,1137,15.69,12
0,1138,15.69,12
0,1139,15.69,11.9
0,1140,15.69,12
0,1141,15.69,12
0,1142,15.69,12
0,1143,15.69,12
0,1144,15.69,12
0,1145,15.69,12
0,1146,15.69,12
0,1147,15.69,12
0,1148,15.69,12
0,1149,15.69,12
0,1150,15.69,12
0,1151,15.69,12
0,1152,15.69,12
0,1153,15.69,12
0,1154,15.69,12
0,1155,15.69,11.9
0,1156,15.69,12
0,1157,15.69,12
0,1158,15.69,12
0,1159,15.69,11.9
0,1160,15.69,12
0,1161,15.69,12
0,1162,15.69,12
0,1163,15.69,12
0,1164,15.69,12
0,1165,15.69,11.9
0,1166,15.69,11.9
0,1167,15.69,11.9
0,1168,15.69,12
0,1169,15.69,12
0,1170,15.69,12
0,1171,15.69,12
0,1172,15.69,12
0,1173,15.69,11.9
0,1174,15.69,12
0,1175,15.69,11.9
0,1176,15.69,11.9
0,1177,15.69,11.9
0,1178,15.69,11.9
0,1179,15.69,11.9
0,1180,15.69,11.9
0,1181,15.69,11.9
0,1182,15.69,11.9
0,1183,15.69,11.9
0,1184,15.69,11.9
0,1185,15.69,11.9
0,1186,15.69,11.9
0,1187,15.69,11.9
0,1188,15.69,11.9
0,1189,15.69,11.9
0,1190,15.69,11.9
0,1191,15.69,11.9
0,1192,15.69,11.9
0,1193,15.69,11.9
0,1194,15.68,11.9
0,1195,15.68,11.9
0,1196,15.69,11.9
0,1197,15.69,11.9
0,1198,15.69,11.9
0,1199,15.69,11.9
0,1200,15.69,11.9
0,1201,15.69,11.9
0,1202,15.69,11.9
0,1203,15.69,11.9
0,1204,15.69,11.9
0,1205,15.69,11.9
0,1206,15.69,11.9
0,1207,15.69,11.9
0,1208,15.69,11.9
0,1209,15.69,11.9
0,1210,15.69,11.9
0,1211,15.69,11.9
0,1212,15.69,11.9
0,1213,15.69,11.9
0,1214,15.69,11.9
0,1215,15.69,11.9
0,1216,15.69,11.9
0,1217,15.69,11.9
0,1218,15.69,11.9
0,1219,15.69,11.9
0,1220,15.69,11.9
0,1221,15.69,11.9
0,1222,15.69,11.9
0,1223,15.68,11.9
0,1224,15.69,11.9
0,1225,15.69,11.9
0,1226,15.69,11.9
0,1227,15.68,11.9
0,1228,15.69,11.9
0,1229,15.68,11.9
